Field1_text,Text
Yogesh Takawale (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Vijay Zol ,Royal Challengers Bangalore
Sachin Rana ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Ravi Rampaul ,Royal Challengers Bangalore
Shadab Jakati ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Virender Sehwag ,Punjab Kings
Manan Vohra ,Punjab Kings
Shaun Marsh ,Punjab Kings
David Miller ,Punjab Kings
George Bailey (c),Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Axar Patel ,Punjab Kings
Rishi Dhawan ,Punjab Kings
Karanveer Singh ,Punjab Kings
Beuran Hendricks ,Punjab Kings
Lakshmipathy Balaji ,Punjab Kings
Lendl Simmons ,Mumbai Indians
Michael Hussey ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Aditya Tare (wk),Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Pragyan Ojha ,Mumbai Indians
Shreyas Gopal ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Marchant De Lange ,Mumbai Indians
Dwayne Smith ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
David Hussey ,Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Mithun Manhas ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
John Hastings ,Chennai Super Kings
Pawan Negi ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Ryan Ten Doeschate ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Vinay Kumar ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Virender Sehwag ,Punjab Kings
Manan Vohra ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Glenn Maxwell ,Punjab Kings
Shaun Marsh ,Punjab Kings
George Bailey (c),Punjab Kings
Rishi Dhawan ,Punjab Kings
Shivam Sharma ,Punjab Kings
Axar Patel ,Punjab Kings
Beuran Hendricks ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Ryan Ten Doeschate ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Pat Cummins ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Venugopal Rao ,Sunrisers Hyderabad
Irfan Pathan ,Sunrisers Hyderabad
Darren Sammy (c),Sunrisers Hyderabad
Parveez Rasool ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Kevin Pietersen (c),Delhi Daredevils
Murali Vijay ,Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Manoj Tiwary ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Jaydev Unadkat ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
Unmukt Chand ,Rajasthan Royals
Karun Nair ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Brad Hodge ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Kevon Cooper ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Ankit Sharma ,Rajasthan Royals
Shikhar Dhawan ,Sunrisers Hyderabad
Aaron Finch ,Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Kl Rahul ,Sunrisers Hyderabad
Darren Sammy (c),Sunrisers Hyderabad
Irfan Pathan ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Dwayne Smith ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
David Hussey ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Mithun Manhas ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Ishwar Pandey ,Chennai Super Kings
Samuel Badree ,Chennai Super Kings
Ajinkya Rahane ,Rajasthan Royals
Karun Nair ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Steve Smith (c),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Ben Cutting ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Kevon Cooper ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Robin Uthappa (wk),Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Ryan Ten Doeschate ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan (c),Sunrisers Hyderabad
Kl Rahul ,Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Irfan Pathan ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Virat Kohli (c),Royal Challengers Bangalore
Chris Gayle ,Royal Challengers Bangalore
Vijay Zol ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Parthiv Patel (wk),Royal Challengers Bangalore
Sachin Rana ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Abu Nechim ,Royal Challengers Bangalore
Muttiah Muralitharan ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Dwayne Smith ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Vijay Shankar ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Samuel Badree ,Chennai Super Kings
Ishwar Pandey ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan (c),Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Kl Rahul ,Sunrisers Hyderabad
Moises Henriques ,Sunrisers Hyderabad
Irfan Pathan ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Chris Gayle ,Royal Challengers Bangalore
Parthiv Patel (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Vijay Zol ,Royal Challengers Bangalore
Albie Morkel ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Ashok Dinda ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Virender Sehwag ,Punjab Kings
Mandeep Singh ,Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
George Bailey (c),Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Mitchell Johnson ,Punjab Kings
Rishi Dhawan ,Punjab Kings
Axar Patel ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Parvinder Awana ,Punjab Kings
Lendl Simmons ,Mumbai Indians
Chidhambaram Gautam (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Corey Anderson ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Aditya Tare ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Praveen Kumar ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Quinton De Kock ,Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Kevin Pietersen (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Laxmi Ratan Shukla ,Delhi Daredevils
Imran Tahir ,Delhi Daredevils
Rahul Shukla ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Siddarth Kaul ,Delhi Daredevils
Chris Gayle ,Royal Challengers Bangalore
Parthiv Patel (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Albie Morkel ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Sachin Rana ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Ajinkya Rahane ,Rajasthan Royals
Karun Nair ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Steve Smith ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Kane Richardson ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Mandeep Singh ,Punjab Kings
Virender Sehwag ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Glenn Maxwell ,Punjab Kings
George Bailey (c),Punjab Kings
David Miller ,Punjab Kings
Axar Patel ,Punjab Kings
Rishi Dhawan ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Murali Kartik ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Quinton De Kock ,Delhi Daredevils
Murali Vijay ,Delhi Daredevils
Kevin Pietersen (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Laxmi Ratan Shukla ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Siddarth Kaul ,Delhi Daredevils
Ben Dunk ,Mumbai Indians
Chidhambaram Gautam (wk),Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Corey Anderson ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Aditya Tare ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Pawan Suyal ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Quinton De Kock ,Delhi Daredevils
Murali Vijay ,Delhi Daredevils
Kevin Pietersen (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Laxmi Ratan Shukla ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Jaydev Unadkat ,Delhi Daredevils
Ajinkya Rahane ,Rajasthan Royals
Karun Nair ,Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Steve Smith ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Tim Southee ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Chris Gayle ,Royal Challengers Bangalore
Parthiv Patel (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Rilee Rossouw ,Royal Challengers Bangalore
Harshal Patel ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Ashok Dinda ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Quinton De Kock ,Delhi Daredevils
Murali Vijay ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Kevin Pietersen (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Jaydev Unadkat ,Delhi Daredevils
Rahul Sharma ,Delhi Daredevils
Ben Dunk ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Corey Anderson ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Aditya Tare ,Mumbai Indians
Chidhambaram Gautam (wk),Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Dwayne Smith ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Mithun Manhas ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Ben Hilfenhaus ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Ishwar Pandey ,Chennai Super Kings
Ben Dunk ,Mumbai Indians
Aditya Tare ,Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Corey Anderson ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Chidhambaram Gautam (wk),Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Pragyan Ojha ,Mumbai Indians
Gautam Gambhir (c),Kolkata Knight Riders
Jacques Kallis ,Kolkata Knight Riders
Manvinder Bisla (wk),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Robin Uthappa ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Vinay Kumar ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Cheteshwar Pujara ,Punjab Kings
Virender Sehwag ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
George Bailey (c),Punjab Kings
Rishi Dhawan ,Punjab Kings
Axar Patel ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Lakshmipathy Balaji ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan (c),Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Kl Rahul (wk),Sunrisers Hyderabad
Venugopal Rao ,Sunrisers Hyderabad
Darren Sammy ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Ishant Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Quinton De Kock ,Delhi Daredevils
Murali Vijay ,Delhi Daredevils
Kevin Pietersen (c),Delhi Daredevils
Dinesh Karthik (wk),Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Kedar Jadhav ,Delhi Daredevils
Laxmi Ratan Shukla ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Jaydev Unadkat ,Delhi Daredevils
Jacques Kallis ,Kolkata Knight Riders
Gautam Gambhir (c),Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Chris Lynn ,Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Umesh Yadav ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Abhishek Nayar ,Rajasthan Royals
Ajinkya Rahane ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Steve Smith ,Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Karun Nair ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Kane Richardson ,Rajasthan Royals
Tim Southee ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Dwayne Smith ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Mithun Manhas ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Ben Hilfenhaus ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Ishwar Pandey ,Chennai Super Kings
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan (c),Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Kl Rahul ,Sunrisers Hyderabad
Venugopal Rao ,Sunrisers Hyderabad
Naman Ojha (wk),Sunrisers Hyderabad
Darren Sammy ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Parthiv Patel (wk),Royal Challengers Bangalore
Yogesh Takawale ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Albie Morkel ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Ashok Dinda ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Muttiah Muralitharan ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Abhishek Nayar ,Rajasthan Royals
Ajinkya Rahane ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Steve Smith ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
Tim Southee ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Cheteshwar Pujara ,Punjab Kings
Virender Sehwag ,Punjab Kings
Wriddhiman Saha (wk),Punjab Kings
Glenn Maxwell ,Punjab Kings
David Miller ,Punjab Kings
George Bailey (c),Punjab Kings
Axar Patel ,Punjab Kings
Rishi Dhawan ,Punjab Kings
Mitchell Johnson ,Punjab Kings
Sandeep Sharma ,Punjab Kings
Lakshmipathy Balaji ,Punjab Kings
Dwayne Smith ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Mithun Manhas ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Ben Hilfenhaus ,Chennai Super Kings
Ishwar Pandey ,Chennai Super Kings
Abhishek Nayar ,Rajasthan Royals
Ajinkya Rahane ,Rajasthan Royals
Sanju Samson (wk),Rajasthan Royals
Shane Watson (c),Rajasthan Royals
Stuart Binny ,Rajasthan Royals
Steve Smith ,Rajasthan Royals
Rajat Bhatia ,Rajasthan Royals
James Faulkner ,Rajasthan Royals
Kane Richardson ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Pravin Tambe ,Rajasthan Royals
Gautam Gambhir (c),Kolkata Knight Riders
Jacques Kallis ,Kolkata Knight Riders
Manish Pandey ,Kolkata Knight Riders
Robin Uthappa (wk),Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Yusuf Pathan ,Kolkata Knight Riders
Suryakumar Yadav ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Vinay Kumar ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Morne Morkel ,Kolkata Knight Riders
Parthiv Patel (wk),Royal Challengers Bangalore
Nic Maddinson ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Yuvraj Singh ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Albie Morkel ,Royal Challengers Bangalore
Sachin Rana ,Royal Challengers Bangalore
Mitchell Starc ,Royal Challengers Bangalore
Ashok Dinda ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Varun Aaron ,Royal Challengers Bangalore
Aaron Finch ,Sunrisers Hyderabad
Shikhar Dhawan (c),Sunrisers Hyderabad
David Warner ,Sunrisers Hyderabad
Venugopal Rao ,Sunrisers Hyderabad
Kl Rahul (wk),Sunrisers Hyderabad
Darren Sammy ,Sunrisers Hyderabad
Amit Mishra ,Sunrisers Hyderabad
Dale Steyn ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Ishant Sharma ,Sunrisers Hyderabad
Karn Sharma ,Sunrisers Hyderabad
Faf Du Plessis ,Chennai Super Kings
Brendon Mccullum ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Dwayne Smith ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Ravichandran Ashwin ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Pawan Negi ,Chennai Super Kings
Ashish Nehra ,Chennai Super Kings
Murali Vijay ,Delhi Daredevils
Mayank Agarwal ,Delhi Daredevils
Ross Taylor ,Delhi Daredevils
Jp Duminy ,Delhi Daredevils
Manoj Tiwary ,Delhi Daredevils
Dinesh Karthik (c)(wk),Delhi Daredevils
Jimmy Neesham ,Delhi Daredevils
Wayne Parnell ,Delhi Daredevils
Rahul Sharma ,Delhi Daredevils
Shahbaz Nadeem ,Delhi Daredevils
Mohammad Shami ,Delhi Daredevils
Rohit Sharma (c),Mumbai Indians
Michael Hussey ,Mumbai Indians
Aditya Tare ,Mumbai Indians
Ambati Rayudu ,Mumbai Indians
Chidhambaram Gautam (wk),Mumbai Indians
Kieron Pollard ,Mumbai Indians
Corey Anderson ,Mumbai Indians
Harbhajan Singh ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Zaheer Khan ,Mumbai Indians
Pragyan Ojha ,Mumbai Indians
